"Composite List",,,,,,,,,,,,,,,,
"Well position in plate","Cocktail #","Commercial Code","Chemical Additive","Chemical Formula",Concentration,"Chemical Additive",Concentration,pH,"Chemical Additive",Concentration,"Chemical Additive",Concentration,,,,
1,9_C0001,,"Ammonium bromide",NH4Br,3.56M,Tris,"0.1 M",8,,,,,,,,
5,9_C0002,,"Ammonium bromide",NH4Br,3.56M,CAPS,"0.1 M",10,,,,,,,,
9,9_C0003,,"Ammonium bromide",NH4Br,2.38M,"Sodium Citrate","0.1 M",4.2,,,,,,,,
13,9_C0004,,"Ammonium bromide",NH4Br,2.38M,HEPES,"0.1 M",7.5,,,,,,,,
17,9_C0005,,"Ammonium bromide",NH4Br,1.19M,"Sodium Acetate","0.1 M",5,,,,,,,,
21,9_C0006,,"Ammonium bromide",NH4Br,1.19M,"Bis-Tris Propane","0.1 M",7,,,,,,,,
25,9_C0007,,"Ammonium bromide",NH4Br,1.19M,TAPS,"0.1 M",9,,,,,,,,
29,9_C0008,,"Ammonium chloride",NH4Cl,3.74M,"Sodium Citrate","0.1 M",4.2,,,,,,,,
33,9_C0009,,"Ammonium chloride",NH4Cl,3.74M,"Bis-Tris Propane","0.1 M",7,,,,,,,,
37,9_C0010,,"Ammonium chloride",NH4Cl,3.74M,HEPES,"0.1 M",7.5,,,,,,,,
41,9_C0011,,"Ammonium chloride",NH4Cl,2.5M,"Sodium Acetate","0.1 M",5,,,,,,,,
45,9_C0012,,"Ammonium chloride",NH4Cl,2.5M,TAPS,"0.1 M",9,,,,,,,,
193,9_C0013,,"Ammonium chloride",NH4Cl,2.5M,CAPS,"0.1 M",10,,,,,,,,
197,9_C0014,,"Ammonium chloride",NH4Cl,1.25M,MES,"0.1 M",6,,,,,,,,
201,9_C0015,,"Ammonium chloride",NH4Cl,1.25M,Tris,"0.1 M",8,,,,,,,,
205,9_C0016,,"Ammonium nitrate",NH4NO3,6.46M,"Sodium Citrate","0.1 M",4.2,,,,,,,,
209,9_C0017,,"Ammonium nitrate",NH4NO3,6.46M,TAPS,"0.1 M",9,,,,,,,,
213,9_C0018,,"Ammonium nitrate",NH4NO3,6.46M,CAPS,"0.1 M",10,,,,,,,,
217,9_C0019,,"Ammonium nitrate",NH4NO3,3.23M,MES,"0.1 M",6,,,,,,,,
221,9_C0020,,"Ammonium nitrate",NH4NO3,3.23M,"Bis-Tris Propane","0.1 M",7,,,,,,,,
225,9_C0021,,"Ammonium nitrate",NH4NO3,3.23M,Tris,"0.1 M",8,,,,,,,,
229,9_C0022,,"Ammonium phosphate-monobasic",NH4H2PO4,0.87M,Tris,"0.1 M",8,,,,,,,,
233,9_C0023,,"Ammonium phosphate-monobasic",NH4H2PO4,1.74M,"Sodium Citrate","0.1 M",4.2,,,,,,,,
237,9_C0024,,"Ammonium phosphate-monobasic",NH4H2PO4,1.74M,MES,"0.1 M",6,,,,,,,,
385,9_C0025,,"Ammonium phosphate-monobasic",NH4H2PO4,1.74M,CAPS,"0.1 M",10,,,,,,,,
389,9_C0026,,"Ammonium phosphate-monobasic",NH4H2PO4,0.87M,"Sodium Acetate","0.1 M",5,,,,,,,,
393,9_C0027,,"Ammonium phosphate-monobasic",NH4H2PO4,0.87M,"Bis-Tris Propane","0.1 M",7,,,,,,,,
397,9_C0028,,"Ammonium phosphate-monobasic",NH4H2PO4,0.87M,TAPS,"0.1 M",9,,,,,,,,
401,9_C0029,,"Ammonium phosphate-dibasic",(NH4)2HPO4,2.13M,"Bis-Tris Propane","0.1 M",7,,,,,,,,
405,9_C0030,,"Ammonium phosphate-dibasic",(NH4)2HPO4,3.2M,Tris,"0.1 M",8,,,,,,,,
409,9_C0031,,"Ammonium phosphate-dibasic",(NH4)2HPO4,3.2M,TAPS,"0.1 M",9,,,,,,,,
413,9_C0032,,"Ammonium phosphate-dibasic",(NH4)2HPO4,2.13M,MES,"0.1 M",6,,,,,,,,
417,9_C0033,,"Ammonium phosphate-dibasic",(NH4)2HPO4,2.13M,HEPES,"0.1 M",7.5,,,,,,,,
421,9_C0034,,"Ammonium phosphate-dibasic",(NH4)2HPO4,1.07M,"Sodium Citrate","0.1 M",4.2,,,,,,,,
425,9_C0035,,"Ammonium phosphate-dibasic",(NH4)2HPO4,1.07M,"Sodium Acetate","0.1 M",5,,,,,,,,
429,9_C0036,,"Ammonium phosphate-dibasic",(NH4)2HPO4,1.07M,TAPS,"0.1 M",9,,,,,,,,
577,9_C0037,,"Ammonium sulfate",(NH4)2SO4,3.42M,"Sodium Citrate","0.1 M",4.2,,,,,,,,
581,9_C0038,,"Ammonium sulfate",(NH4)2SO4,3.42M,"Sodium Acetate","0.1 M",5,,,,,,,,
585,9_C0039,,"Ammonium sulfate",(NH4)2SO4,3.42M,"Bis-Tris Propane","0.1 M",7,,,,,,,,
589,9_C0040,,"Ammonium sulfate",(NH4)2SO4,2.28M,HEPES,"0.1 M",7.5,,,,,,,,
593,9_C0041,,"Ammonium sulfate",(NH4)2SO4,2.28M,Tris,"0.1 M",8,,,,,,,,
597,9_C0042,,"Ammonium sulfate",(NH4)2SO4,1.14M,MES,"0.1 M",6,,,,,,,,
601,9_C0043,,"Ammonium sulfate",(NH4)2SO4,1.14M,TAPS,"0.1 M",9,,,,,,,,
605,9_C0044,,"Ammonium sulfate",(NH4)2SO4,1.14M,CAPS,"0.1 M",10,,,,,,,,
609,9_C0045,,"Calcium acetate",Ca(C2H3O2)2,1.09M,"Bis-Tris Propane","0.1 M",7,,,,,,,,
613,9_C0046,,"Calcium acetate",Ca(C2H3O2)2,0.55M,MES,"0.1 M",6,,,,,,,,
617,9_C0047,,"Calcium acetate",Ca(C2H3O2)2,0.55M,"Sodium Acetate","0.1 M",5,,,,,,,,
621,9_C0048,,"Calcium chloride dihydrate",CaCl2*2H2O,3.57M,"Sodium Acetate","0.1 M",5,,,,,,,,
769,9_C0049,"HR Crystal Screen Cryo - 1","Calcium chloride dihydrate",,0.02M,"Sodium Acetate trihydrate","0.1 M",4.6,"2-Methyl-2,4-pentanediol","30% (v/v)",,,,,,
773,9_C0050,"HR Crystal Screen Cryo - 2","Potassium sodium tartrate tetrahydrate",,0.26M,,,,"Glycerol Anhydrous","35% (v/v)",,,,,,
777,9_C0051,"HR Crystal Screen Cryo - 3","Ammonium phosphate monobasic",,0.26M,,,,"Glycerol Anhydrous","35% (v/v)",,,,,,
781,9_C0052,,"Lithium bromide",LiBr,5.6M,"Sodium Acetate","0.1 M",5,,,,,,,,
785,9_C0053,,"Lithium bromide",LiBr,5.6M,"Sodium Citrate","0.1 M",4.2,,,,,,,,
789,9_C0054,,"Lithium bromide",LiBr,3.73M,MES,"0.1 M",6,,,,,,,,
793,9_C0055,,"Lithium bromide",LiBr,3.73M,"Bis-Tris Propane","0.1 M",7,,,,,,,,
797,9_C0056,,"Lithium bromide",LiBr,1.87M,"Sodium Citrate","0.1 M",4.2,,,,,,,,
801,9_C0057,,"Lithium bromide",LiBr,1.87M,Tris,"0.1 M",8,,,,,,,,
805,9_C0058,,"Lithium bromide",LiBr,1.87M,TAPS,"0.1 M",9,,,,,,,,
809,9_C0059,,"Lithium chloride",LiCl,6.62M,"Sodium Acetate","0.1 M",5,,,,,,,,
813,9_C0060,,"Lithium chloride",LiCl,6.62M,HEPES,"0.1 M",7.5,,,,,,,,
961,9_C0061,,"Lithium chloride",LiCl,6.62M,CAPS,"0.1 M",10,,,,,,,,
965,9_C0062,,"Lithium chloride",LiCl,4.42M,MES,"0.1 M",6,,,,,,,,
969,9_C0063,,"Lithium chloride",LiCl,4.42M,"Bis-Tris Propane","0.1 M",7,,,,,,,,
973,9_C0064,,"Lithium chloride",LiCl,4.42M,Tris,"0.1 M",8,,,,,,,,
977,9_C0065,,"Lithium chloride",LiCl,2.21M,"Sodium Citrate","0.1 M",4.2,,,,,,,,
981,9_C0066,,"Lithium chloride",LiCl,2.21M,TAPS,"0.1 M",9,,,,,,,,
985,9_C0067,,"Magnesium acetate",Mg(C2H3O2)2*4H2O,2.69M,"Bis-Tris Propane","0.1 M",7,,,,,,,,
989,9_C0068,,"Magnesium acetate",Mg(C2H3O2)2*4H2O,2.69M,TAPS,"0.1 M",9,,,,,,,,
993,9_C0069,,"Magnesium acetate",Mg(C2H3O2)2*4H2O,1.79M,"Sodium Citrate","0.1 M",4.2,,,,,,,,
997,9_C0070,,"Magnesium acetate",Mg(C2H3O2)2*4H2O,1.79M,MES,"0.1 M",6,,,,,,,,
1001,9_C0071,,"Magnesium acetate",Mg(C2H3O2)2*4H2O,1.79M,Tris,"0.1 M",8,,,,,,,,
1005,9_C0072,,"Magnesium acetate",Mg(C2H3O2)2*4H2O,0.9M,"Sodium Acetate","0.1 M",5,,,,,,,,
1153,9_C0073,,"Magnesium acetate",Mg(C2H3O2)2*4H2O,0.9M,"Bis-Tris Propane","0.1 M",7,,,,,,,,
1157,9_C0074,,"Magnesium chloride hexahydrate",MgCl2*6H2O,3.73M,"Sodium Acetate","0.1 M",5,,,,,,,,
1161,9_C0075,,"Magnesium chloride hexahydrate",MgCl2*6H2O,3.73M,"Sodium Citrate","0.1 M",4.2,,,,,,,,
1165,9_C0076,,"Magnesium chloride hexahydrate",MgCl2*6H2O,2.48M,HEPES,"0.1 M",7.5,,,,,,,,
1169,9_C0077,,"Magnesium chloride hexahydrate",MgCl2*6H2O,2.48M,Tris,"0.1 M",8,,,,,,,,
1173,9_C0078,,"Magnesium chloride hexahydrate",MgCl2*6H2O,1.24M,"Sodium Citrate","0.1 M",4.2,,,,,,,,
1177,9_C0079,,"Magnesium chloride hexahydrate",MgCl2*6H2O,1.24M,MES,"0.1 M",6,,,,,,,,
1181,9_C0080,,"Magnesium chloride hexahydrate",MgCl2*6H2O,1.24M,"Bis-Tris Propane","0.1 M",7,,,,,,,,
1185,9_C0081,,"Magnesium sulfate heptahydrate",MgSO4*7H2O,1.59M,TAPS,"0.1 M",9,,,,,,,,
1189,9_C0082,,"Magnesium sulfate heptahydrate",MgSO4*7H2O,1.59M,Tris,"0.1 M",8,,,,,,,,
1193,9_C0083,,"Magnesium sulfate heptahydrate",MgSO4*7H2O,1.06M,"Bis-Tris Propane","0.1 M",7,,,,,,,,
1197,9_C0084,,"Magnesium sulfate heptahydrate",MgSO4*7H2O,0.53M,"Sodium Acetate","0.1 M",5,,,,,,,,
1345,9_C0085,,"Magnesium sulfate heptahydrate",MgSO4*7H2O,0.53M,HEPES,"0.1 M",7.5,,,,,,,,
1349,9_C0086,,"Magnesium sulfate heptahydrate",MgSO4*7H2O,0.53M,Tris,"0.1 M",8,,,,,,,,
1353,9_C0087,,"Manganese chloride tetrahydrate",MnCl2*4H2O,3.82M,"Sodium Citrate","0.1 M",4.2,,,,,,,,
1357,9_C0088,,"Manganese chloride tetrahydrate",MnCl2*4H2O,3.82M,Tris,"0.1 M",8,,,,,,,,
1361,9_C0089,,"Manganese chloride tetrahydrate",MnCl2*4H2O,3.82M,"Sodium Acetate","0.1 M",5,,,,,,,,
1365,9_C0090,,"Manganese chloride tetrahydrate",MnCl2*4H2O,2.54M,"Sodium Acetate","0.1 M",5,,,,,,,,
1369,9_C0091,,"Manganese chloride tetrahydrate",MnCl2*4H2O,2.54M,"Sodium Citrate","0.1 M",4.2,,,,,,,,
1373,9_C0092,,"Manganese chloride tetrahydrate",MnCl2*4H2O,1.27M,"Sodium Citrate","0.1 M",4.2,,,,,,,,
1377,9_C0093,,"Manganese chloride tetrahydrate",MnCl2*4H2O,1.27M,"Sodium Acetate","0.1 M",5,,,,,,,,
1381,9_C0094,,"Potassium acetate",KC2H3O2,8.64M,Tris,"0.1 M",8,,,,,,,,
1385,9_C0095,,"Potassium acetate",KC2H3O2,8.64M,TAPS,"0.1 M",9,,,,,,,,
1389,9_C0096,,"Potassium acetate",KC2H3O2,5.76M,"Sodium Citrate","0.1 M",4.2,,,,,,,,
97,9_C0097,,"Potassium acetate",KC2H3O2,5.76M,"Sodium Acetate","0.1 M",5,,,,,,,,
101,9_C0098,,"Potassium acetate",KC2H3O2,5.76M,HEPES,"0.1 M",7.5,,,,,,,,
105,9_C0099,,"Potassium acetate",KC2H3O2,2.88M,MES,"0.1 M",6,,,,,,,,
109,9_C0100,,"Potassium acetate",KC2H3O2,2.88M,"Bis-Tris Propane","0.1 M",7,,,,,,,,
113,9_C0101,,"Potassium acetate",KC2H3O2,2.88M,CAPS,"0.1 M",10,,,,,,,,
117,9_C0102,,"Potassium bromide",KBr,4M,"Sodium Acetate","0.1 M",5,,,,,,,,
121,9_C0103,,"Potassium bromide",KBr,4M,Tris,"0.1 M",8,,,,,,,,
125,9_C0104,,"Potassium bromide",KBr,2.66M,MES,"0.1 M",6,,,,,,,,
129,9_C0105,,"Potassium bromide",KBr,2.66M,"Bis-Tris Propane","0.1 M",7,,,,,,,,
133,9_C0106,,"Potassium bromide",KBr,2.66M,CAPS,"0.1 M",10,,,,,,,,
137,9_C0107,,"Potassium bromide",KBr,1.33M,"Sodium Citrate","0.1 M",4.2,,,,,,,,
141,9_C0108,,"Potassium bromide",KBr,1.33M,HEPES,"0.1 M",7.5,,,,,,,,
289,9_C0109,,"Potassium bromide",KBr,1.33M,TAPS,"0.1 M",9,,,,,,,,
293,9_C0110,,"Potassium carbonate",K2CO3,2.54M,"Sodium Citrate","0.1 M",4.2,,,,,,,,
297,9_C0111,,"Potassium carbonate",K2CO3,2.54M,"Bis-Tris Propane","0.1 M",7,,,,,,,,
301,9_C0112,,"Potassium carbonate",K2CO3,2.54M,Tris,"0.1 M",8,,,,,,,,
305,9_C0113,,"Potassium carbonate",K2CO3,1.69M,"Sodium Acetate","0.1 M",5,,,,,,,,
309,9_C0114,,"Potassium carbonate",K2CO3,1.69M,HEPES,"0.1 M",7.5,,,,,,,,
313,9_C0115,,"Potassium carbonate",K2CO3,1.69M,TAPS,"0.1 M",9,,,,,,,,
317,9_C0116,,"Potassium carbonate",K2CO3,0.85M,MES,"0.1 M",6,,,,,,,,
321,9_C0117,,"Potassium carbonate",K2CO3,0.85M,CAPS,"0.1 M",10,,,,,,,,
325,9_C0118,,"Potassium chloride",KCl,2.32M,"Sodium Citrate","0.1 M",4.2,,,,,,,,
329,9_C0119,,"Potassium chloride",KCl,2.32M,"Bis-Tris Propane","0.1 M",7,,,,,,,,
333,9_C0120,,"Potassium chloride",KCl,2.32M,HEPES,"0.1 M",7.5,,,,,,,,
481,9_C0121,,"Potassium chloride",KCl,1.55M,MES,"0.1 M",6,,,,,,,,
485,9_C0122,,"Potassium chloride",KCl,1.55M,Tris,"0.1 M",8,,,,,,,,
489,9_C0123,,"Potassium chloride",KCl,1.55M,TAPS,"0.1 M",9,,,,,,,,
493,9_C0124,,"Potassium chloride",KCl,0.77M,"Sodium Acetate","0.1 M",5,,,,,,,,
497,9_C0125,,"Potassium chloride",KCl,0.77M,CAPS,"0.1 M",10,,,,,,,,
501,9_C0126,,"Potassium nitrate",KNO3,0.88M,"Sodium Acetate","0.1 M",5,,,,,,,,
505,9_C0127,,"Potassium nitrate",KNO3,0.88M,TAPS,"0.1 M",9,,,,,,,,
509,9_C0128,,"Potassium nitrate",KNO3,0.88M,Tris,"0.1 M",8,,,,,,,,
513,9_C0129,,"Potassium nitrate",KNO3,1.77M,"Sodium Acetate","0.1 M",5,,,,,,,,
517,9_C0130,,"Potassium nitrate",KNO3,0.88M,"Sodium Citrate","0.1 M",4.2,,,,,,,,
521,9_C0131,,"Potassium nitrate",KNO3,0.88M,HEPES,"0.1 M",7.5,,,,,,,,
525,9_C0132,,"Potassium nitrate",KNO3,0.88M,CAPS,"0.1 M",10,,,,,,,,
673,9_C0133,,"Potassium phosphate-monobasic",KH2PO4,1.28M,Tris,"0.1 M",8,,,,,,,,
677,9_C0134,,"Potassium phosphate-monobasic",KH2PO4,0.85M,"Bis-Tris Propane","0.1 M",7,,,,,,,,
681,9_C0135,,"Potassium phosphate-monobasic",KH2PO4,0.85M,HEPES,"0.1 M",7.5,,,,,,,,
685,9_C0136,,"Potassium phosphate-monobasic",KH2PO4,0.85M,CAPS,"0.1 M",10,,,,,,,,
689,9_C0137,,"Potassium phosphate-monobasic",KH2PO4,0.43M,"Sodium Citrate","0.1 M",4.2,,,,,,,,
693,9_C0138,,"Potassium phosphate-monobasic",KH2PO4,0.43M,MES,"0.1 M",6,,,,,,,,
697,9_C0139,,"Potassium phosphate-monobasic",KH2PO4,0.43M,TAPS,"0.1 M",9,,,,,,,,
701,9_C0140,,"Potassium thiocyanate",KSCN,9.5M,"Sodium Citrate","0.1 M",4.2,,,,,,,,
705,9_C0141,,"Potassium thiocyanate",KSCN,9.5M,MES,"0.1 M",6,,,,,,,,
709,9_C0142,,"Potassium thiocyanate",KSCN,6.34M,"Sodium Acetate","0.1 M",5,,,,,,,,
713,9_C0143,,"Potassium thiocyanate",KSCN,6.34M,Tris,"0.1 M",8,,,,,,,,
717,9_C0144,,"Potassium thiocyanate",KSCN,6.34M,CAPS,"0.1 M",10,,,,,,,,
865,9_C0145,,"Potassium thiocyanate",KSCN,3.17M,"Bis-Tris Propane","0.1 M",7,,,,,,,,
869,9_C0146,,"Potassium thiocyanate",KSCN,3.17M,HEPES,"0.1 M",7.5,,,,,,,,
873,9_C0147,,"Potassium thiocyanate",KSCN,3.17M,TAPS,"0.1 M",9,,,,,,,,
877,9_C0148,,"Rubidium chloride",RbCl,2.85M,"Sodium Acetate","0.1 M",5,,,,,,,,
881,9_C0149,,"Rubidium chloride",RbCl,1.9M,"Sodium Citrate","0.1 M",4.2,,,,,,,,
885,9_C0150,,"Rubidium chloride",RbCl,1.9M,MES,"0.1 M",6,,,,,,,,
889,9_C0151,,"Sodium bromide",NaBr,5.14M,"Sodium Citrate","0.1 M",4.2,,,,,,,,
893,9_C0152,,"Sodium bromide",NaBr,5.14M,"Sodium Acetate","0.1 M",5,,,,,,,,
897,9_C0153,,"Sodium bromide",NaBr,5.14M,MES,"0.1 M",6,,,,,,,,
901,9_C0154,,"Sodium bromide",NaBr,3.43M,"Bis-Tris Propane","0.1 M",7,,,,,,,,
905,9_C0155,,"Sodium bromide",NaBr,3.43M,HEPES,"0.1 M",7.5,,,,,,,,
909,9_C0156,,"Sodium bromide",NaBr,3.43M,Tris,"0.1 M",8,,,,,,,,
1057,9_C0157,,"Sodium bromide",NaBr,1.71M,TAPS,"0.1 M",9,,,,,,,,
1061,9_C0158,,"Sodium bromide",NaBr,1.71M,CAPS,"0.1 M",10,,,,,,,,
1065,9_C0159,,"Sodium chloride",NaCl,4.48M,MES,"0.1 M",6,,,,,,,,
1069,9_C0160,,"Sodium chloride",NaCl,4.48M,HEPES,"0.1 M",7.5,,,,,,,,
1073,9_C0161,"HR Crystal Screen Cryo - 25",,,,Imidazole,0.07M,6.5,"Sodium Acetate trihydrate",0.7M,"Glycerol Anhydrous","30% (v/v)",,,,
1077,9_C0162,,"Sodium chloride",NaCl,2.99M,"Sodium Citrate","0.1 M",4.2,,,,,,,,
1081,9_C0163,,"Sodium chloride",NaCl,2.99M,"Sodium Acetate","0.1 M",5,,,,,,,,
1085,9_C0164,,"Sodium chloride",NaCl,1.49M,"Bis-Tris Propane","0.1 M",7,,,,,,,,
1089,9_C0165,,"Sodium chloride",NaCl,1.49M,Tris,"0.1 M",8,,,,,,,,
1093,9_C0166,,"Sodium chloride",NaCl,1.49M,TAPS,"0.1 M",9,,,,,,,,
1097,9_C0167,,"Sodium molybdate dihydrate",Na2MoO4*2H2O,2.03M,MES,"0.1 M",6,,,,,,,,
1101,9_C0168,,"Sodium molybdate dihydrate",Na2MoO4*2H2O,2.03M,HEPES,"0.1 M",7.5,,,,,,,,
1249,9_C0169,,"Sodium molybdate dihydrate",Na2MoO4*2H2O,1.35M,"Bis-Tris Propane","0.1 M",7,,,,,,,,
1253,9_C0170,,"Sodium molybdate dihydrate",Na2MoO4*2H2O,1.35M,TAPS,"0.1 M",9,,,,,,,,
1257,9_C0171,,"Sodium molybdate dihydrate",Na2MoO4*2H2O,0.68M,"Sodium Citrate","0.1 M",4.2,,,,,,,,
1261,9_C0172,,"Sodium molybdate dihydrate",Na2MoO4*2H2O,0.68M,Tris,"0.1 M",8,,,,,,,,
1265,9_C0173,,"Sodium molybdate dihydrate",Na2MoO4*2H2O,0.68M,CAPS,"0.1 M",10,,,,,,,,
1269,9_C0174,,"Sodium nitrate",NaNO3,3.9M,MES,"0.1 M",6,,,,,,,,
1273,9_C0175,,"Sodium nitrate",NaNO3,3.9M,HEPES,"0.1 M",7.5,,,,,,,,
1277,9_C0176,,"Sodium nitrate",NaNO3,2.6M,"Sodium Acetate","0.1 M",5,,,,,,,,
1281,9_C0177,,"Sodium nitrate",NaNO3,2.6M,Tris,"0.1 M",8,,,,,,,,
1285,9_C0178,,"Sodium nitrate",NaNO3,2.6M,TAPS,"0.1 M",9,,,,,,,,
1289,9_C0179,,"Sodium nitrate",NaNO3,1.3M,"Sodium Citrate","0.1 M",4.2,,,,,,,,
1293,9_C0180,,"Sodium nitrate",NaNO3,1.3M,"Bis-Tris Propane","0.1 M",7,,,,,,,,
1441,9_C0181,,"Sodium phosphate-monobasic",NaH2PO4*H2O,3.32M,"Sodium Citrate","0.1 M",4.2,,,,,,,,
1445,9_C0182,,"Sodium phosphate-monobasic",NaH2PO4*H2O,3.32M,"Bis-Tris Propane","0.1 M",7,,,,,,,,
1449,9_C0183,,"Sodium phosphate-monobasic",NaH2PO4*H2O,3.32M,TAPS,"0.1 M",9,,,,,,,,
1453,9_C0184,,"Sodium phosphate-monobasic",NaH2PO4*H2O,2.21M,MES,"0.1 M",6,,,,,,,,
1457,9_C0185,,"Sodium phosphate-monobasic",NaH2PO4*H2O,2.21M,HEPES,"0.1 M",7.5,,,,,,,,
